x,y,z,Tiempo,time stamp
-0.05275396,0.1116739,-0.04661348,0.0977521,27/07/2021 02:32:50 a. m.
-0.05087861,0.1078773,-0.03926495,0.1020877,27/07/2021 02:32:50 a. m.
-0.05021203,0.1091416,-0.03193064,0.0976468,27/07/2021 02:32:50 a. m.
-0.04866915,0.1100499,-0.02472088,0.1034843,27/07/2021 02:32:50 a. m.
-0.04763672,0.10997,-0.01954383,0.0978454,27/07/2021 02:32:51 a. m.
-0.04759184,0.1121798,-0.01556385,0.0991201,27/07/2021 02:32:51 a. m.
-0.04710646,0.1135242,-0.01402178,0.0991658,27/07/2021 02:32:51 a. m.
-0.04623356,0.1153504,-0.01280933,0.1008693,27/07/2021 02:32:51 a. m.
-0.04590993,0.1163959,-0.00987491,0.1031793,27/07/2021 02:32:51 a. m.
-0.04583703,0.1149584,-0.006360948,0.0977344,27/07/2021 02:32:51 a. m.
-0.04543721,0.1132036,-0.004453361,0.1018406,27/07/2021 02:32:51 a. m.
-0.04452392,0.1110256,-0.0008722395,0.1002027,27/07/2021 02:32:51 a. m.
-0.04377323,0.109173,0.002575174,0.0969762,27/07/2021 02:32:51 a. m.
-0.0431574,0.1089617,0.004850097,0.1020445,27/07/2021 02:32:51 a. m.
-0.04339883,0.108425,0.005984463,0.0989306,27/07/2021 02:32:52 a. m.
-0.04344236,0.1081659,0.005469531,0.1018885,27/07/2021 02:32:52 a. m.
-0.04335529,0.106961,0.004255891,0.1000971,27/07/2021 02:32:52 a. m.
-0.0437346,0.1059926,0.004277043,0.0969931,27/07/2021 02:32:52 a. m.
-0.04390623,0.1038972,0.00369931,0.1020052,27/07/2021 02:32:52 a. m.
-0.04463617,0.1019834,0.0008336306,0.0991554,27/07/2021 02:32:52 a. m.
-0.04407676,0.1000207,-0.002683476,0.1016265,27/07/2021 02:32:52 a. m.
-0.04278931,0.0974813,-0.007169239,0.0972223,27/07/2021 02:32:52 a. m.
-0.04108306,0.09543288,-0.01257104,0.1038333,27/07/2021 02:32:52 a. m.
-0.03879924,0.09385401,-0.01813899,0.0980423,27/07/2021 02:32:52 a. m.
-0.03884591,0.09128097,-0.02377306,0.0980318,27/07/2021 02:32:53 a. m.
-0.04021295,0.08838023,-0.03049038,0.1031047,27/07/2021 02:32:53 a. m.
-0.04243532,0.08623324,-0.0374884,0.098608,27/07/2021 02:32:53 a. m.
-0.04472556,0.08531266,-0.04248859,0.1015791,27/07/2021 02:32:53 a. m.
-0.04771314,0.08314125,-0.04653724,0.0988717,27/07/2021 02:32:53 a. m.
-0.05070841,0.08262317,-0.05276462,0.0980554,27/07/2021 02:32:53 a. m.
-0.05321695,0.08502285,-0.05888467,0.1022427,27/07/2021 02:32:53 a. m.
-0.05335949,0.08862025,-0.06223021,0.0988553,27/07/2021 02:32:53 a. m.
-0.05209843,0.09022592,-0.06301998,0.1028079,27/07/2021 02:32:53 a. m.
-0.04940579,0.09175989,-0.06063733,0.0971421,27/07/2021 02:32:53 a. m.
-0.04113673,0.0961897,-0.04790628,0.0984503,27/07/2021 02:32:54 a. m.
-0.03718521,0.09989318,-0.04052086,0.1023761,27/07/2021 02:32:54 a. m.
-0.03382652,0.1005508,-0.03477088,0.0981657,27/07/2021 02:32:54 a. m.
-0.02930387,0.1004282,-0.02966921,0.1011868,27/07/2021 02:32:54 a. m.
-0.02234026,0.1020358,-0.0240727,0.0995548,27/07/2021 02:32:54 a. m.
-0.02198214,0.1021858,-0.02238331,0.1020952,27/07/2021 02:32:54 a. m.
-0.02186278,0.1017656,-0.02276146,0.0990255,27/07/2021 02:32:54 a. m.
-0.02222089,0.1020833,-0.02351011,0.0978883,27/07/2021 02:32:54 a. m.
-0.02405668,0.1005911,-0.0251243,0.1001372,27/07/2021 02:32:54 a. m.
